11.9167,3.2367
12.6083,2.8191
11.9333,2.8790
12.9417,2.9962
11.3583,2.1184
13.4917,5.0295
15.3167,5.2645
18.1917,16.3225
13.5917,8.7705
11.7083,1.8477
19.7667,17.9134
16.6667,13.1497
11.1917,1.3003
20.3250,14.2962
16.1333,11.3598
16.1250,10.1557
11.0167,0.9788
10.7667,0.1929
15.5167,4.6932
11.5333,1.7773
13.4500,6.2513
14.8000,5.3920
18.0417,16.6351
15.7833,9.4160
16.2333,7.8278
12.4333,3.5841
16.9667,12.2410
17.1833,14.6894
13.7000,3.6862
12.9583,3.1787
37.2167,86.7715
12.4750,2.5836
13.2667,3.1595
12.2417,2.3315
17.1583,10.7909
14.3750,5.9869
12.6750,5.3946
14.0500,7.5485
18.7417,23.2276
14.7583,7.7509
13.4167,2.9331
17.9000,14.7387
13.2167,5.5036
16.5167,9.6140
16.9833,11.6620
16.1917,15.9361
11.4167,1.4176
17.0500,9.9752
19.6167,10.6020
15.6917,14.3367
14.3667,5.8018
17.5000,16.7980
20.6250,18.1583
11.7833,1.5614
12.3333,3.0934
14.6167,7.0020
17.5667,14.8139
27.5083,22.2959
14.6833,6.4841
14.4917,13.0594
13.4583,4.4986
17.3333,8.6567
14.9000,6.6008
14.2583,4.8067
14.0000,5.8975
14.8417,5.4582
11.5750,1.8074
15.6833,9.6195
15.4083,8.6806
16.1500,11.4467
26.1333,17.2129
16.8500,9.1011
11.9083,3.1658
12.7833,4.0201
15.2833,11.9488
11.5583,3.3102
13.8667,9.2881
11.4417,1.3338
14.1833,6.2902
12.0833,3.3131
14.5833,4.2071
15.9750,13.0748
12.9000,3.6185
14.6083,8.1820
12.4250,2.3823
12.9167,4.2788
16.2083,8.2253
12.7083,4.3725
11.4250,1.7772
13.2833,3.3193
19.4917,16.5639
14.5333,7.5952
12.3167,2.4778
13.0417,2.7557
14.5250,5.2144
12.2333,1.8772
15.8917,10.3485
14.3083,7.8675
13.3583,3.7075
12.0750,1.8074
12.4333,3.8180
15.0333,11.0143
12.6417,4.6425
13.1167,5.1021
11.9333,1.8172
15.3000,8.3237
11.9333,3.4948
12.0833,2.3825
12.1833,4.7991
11.9667,2.7891
12.1917,3.0707
14.3750,7.0132
10.9667,0.9250
13.3750,5.2064
15.0917,15.0187
14.4417,7.3406
11.0167,1.3508
12.1000,3.8269
15.5917,10.1966
13.1500,5.6151
13.3417,3.5741
11.7833,3.1788
11.0250,0.6180
13.5500,7.8713
12.7250,3.3885
15.2417,11.6489
11.6250,2.2532
14.7750,6.9776
12.0333,1.8830
14.5583,4.9982
12.4000,1.4030
14.1000,4.8133
12.1417,4.0956
14.0417,5.7688
11.5833,1.1632
19.5750,11.1237
12.4500,4.3872
10.8333,0.7272
12.7917,3.8666
15.8583,9.6222
15.1417,8.1786
13.7000,4.3875
11.5333,1.9960
11.8333,2.9113
15.5417,14.0474
14.0917,7.8557
11.3917,1.6656
12.8167,5.0629
11.1750,2.5127
12.1250,4.2038
12.1250,2.9572
10.7833,1.0463
11.8000,3.2871
14.9250,10.5278
11.8167,2.5524
11.9583,4.4014
15.4583,12.3080
12.0833,3.6210
18.7417,22.3989
12.7667,3.9561
14.8333,6.5758
11.1250,1.4578
11.0333,1.5102
16.0583,8.1574
10.5333,0.1374
15.5417,8.2196
11.6417,2.9050
10.6167,0.2511
12.1083,3.2004
10.7083,0.1498
13.7917,6.2599
13.8083,8.6042
12.7500,3.8320
11.8333,3.0467
14.9500,9.6601
19.0833,17.3944
16.2750,9.7430
11.4417,1.1398
10.9083,0.4627
17.0333,17.4584
11.3750,1.4984
15.1333,6.3521
15.6083,6.8580
19.4667,15.1326
15.0333,7.7525
11.5917,1.8808
13.7917,6.0220
20.2167,16.0089
14.5250,7.1316
15.8417,8.8842
12.5917,4.0905
19.1833,17.9526
13.0333,6.9344
